PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JordanPoole,23,1,7,11,3,5,0,0,2,32,7-11,3-5,62.5,0-0,0,0,1,3,1,0,3,-10,18,WashingtonWizards
TyusJones,20,3,6,7,2,4,2,2,8,31,6-7,2-4,72.7,2-2,100.0,0,3,1,1,2,0,-9,30,WashingtonWizards
DanielGafford,18,6,8,10,0,0,2,2,4,23,8-10,0-0,80.0,2-2,100.0,2,4,0,1,2,6,-8,29,WashingtonWizards
CoreyKispert,16,3,1,2,4,5,2,2,1,25,1-2,4-5,71.4,2-2,100.0,0,3,1,1,0,1,6,18,WashingtonWizards
KyleKuzma,16,3,5,11,2,5,0,0,7,34,5-11,2-5,43.8,0-0,0,0,3,1,0,1,3,-12,17,WashingtonWizards
BilalCoulibaly,14,1,5,5,1,5,1,1,3,28,5-5,1-5,60.0,1-1,100.0,0,1,2,3,0,1,-7,15,WashingtonWizards
DeniAvdija,8,8,4,6,0,4,0,0,8,31,4-6,0-4,40.0,0-0,0,0,8,2,0,1,2,6,17,WashingtonWizards
DaniloGallinari,7,6,0,1,2,5,1,1,2,17,0-1,2-5,33.3,1-1,100.0,0,6,0,1,0,1,-1,12,WashingtonWizards
MikeMuscala,4,0,2,2,0,1,0,0,0,6,2-2,0-1,66.7,0-0,0,0,0,0,0,0,0,6,3,WashingtonWizards
JaredButler,0,1,0,2,0,1,0,0,4,14,0-2,0-1,0.0,0-0,0,0,1,1,0,0,5,4,1,WashingtonWizards
WashingtonWizards,126,35,38,57,14,35,8,8,39,240,38-57,14-35,56.5,8-8,0,2,33,11,8,6,22,-25,160,WashingtonWizards
JoelEmbiid,50,13,18,27,1,2,11,13,7,38,18-27,1-2,65.5,11-13,84.6,6,7,6,1,1,2,8,54,Philadelphia76ers
TyreseMaxey,26,1,8,14,2,6,4,4,7,38,8-14,2-6,50.0,4-4,100.0,0,1,0,1,0,2,12,25,Philadelphia76ers
De&#039;AnthonyMelton,19,5,3,5,2,5,7,7,4,27,3-5,2-5,50.0,7-7,100.0,0,5,1,2,1,1,12,25,Philadelphia76ers
KellyOubre,12,3,4,5,1,3,1,1,1,19,4-5,1-3,62.5,1-1,100.0,1,2,1,0,0,1,-3,12,Philadelphia76ers
NicolasBatum,9,6,1,1,1,3,4,7,5,33,1-1,1-3,50.0,4-7,57.1,1,5,0,0,0,2,7,15,Philadelphia76ers
TobiasHarris,6,6,3,8,0,1,0,0,1,35,3-8,0-1,33.3,0-0,0,2,4,0,2,0,2,10,9,Philadelphia76ers
PatrickBeverley,5,4,1,2,1,5,0,0,4,21,1-2,1-5,28.6,0-0,0,0,4,2,1,0,0,-7,7,Philadelphia76ers
MarcusMorris,4,3,1,3,0,1,2,2,0,15,1-3,0-1,25.0,2-2,100.0,1,2,0,0,0,0,-8,4,Philadelphia76ers
PaulReed,0,1,0,0,0,1,0,0,0,10,0-0,0-1,0.0,0-0,0,0,1,0,0,0,3,-3,0,Philadelphia76ers
RobertCovington,0,1,0,0,0,0,0,0,0,4,0-0,0-0,0,0-0,0,0,1,1,0,0,1,-3,0,Philadelphia76ers
Philadelphia76ers,131,45,39,65,8,27,29,34,29,240,39-65,8-27,51.1,29-34,0,13,32,10,7,2,13,25,151,Philadelphia76ers
