PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LauriMarkkanen,22,9,3,5,4,6,4,5,2,29,3-5,4-6,63.6,4-5,80.0,3,6,3,1,0,2,19,26,UtahJazz
JordanClarkson,21,1,3,7,5,9,0,0,5,31,3-7,5-9,50.0,0-0,0,0,1,0,0,0,1,17,19,UtahJazz
CollinSexton,20,2,2,7,3,3,7,8,5,20,2-7,3-3,50.0,7-8,87.5,0,2,2,2,0,0,15,21,UtahJazz
SimoneFontecchio,13,2,2,4,3,5,0,0,0,23,2-4,3-5,55.6,0-0,0,1,1,0,0,1,0,10,12,UtahJazz
WalkerKessler,12,6,5,5,0,0,2,4,1,20,5-5,0-0,100.0,2-4,50.0,2,4,0,1,3,4,7,21,UtahJazz
KellyOlynyk,11,10,3,5,1,2,2,4,5,21,3-5,1-2,57.1,2-4,50.0,2,8,1,1,0,3,14,21,UtahJazz
KeyonteGeorge,9,3,3,5,0,5,3,3,6,24,3-5,0-5,30.0,3-3,100.0,0,3,3,0,0,0,12,8,UtahJazz
OchaiAgbaji,8,5,1,1,2,7,0,0,1,22,1-1,2-7,37.5,0-0,0,1,4,0,0,2,1,17,11,UtahJazz
KrisDunn,6,5,3,3,0,1,0,0,5,17,3-3,0-1,75.0,0-0,0,2,3,2,1,2,3,15,16,UtahJazz
TaylorHendricks,6,1,0,0,2,2,0,0,1,4,0-0,2-2,100.0,0-0,0,0,1,0,1,0,1,5,9,UtahJazz
BriceSensabaugh,5,0,1,2,1,2,0,0,2,4,1-2,1-2,50.0,0-0,0,0,0,0,0,0,1,5,5,UtahJazz
JohnCollins,4,7,2,2,0,1,0,0,1,14,2-2,0-1,66.7,0-0,0,1,6,1,0,0,4,2,10,UtahJazz
OmerYurtseven,4,4,2,2,0,0,0,0,0,5,2-2,0-0,100.0,0-0,0,2,2,0,0,0,1,9,8,UtahJazz
LukaSamanic,4,1,1,2,0,0,2,2,0,6,1-2,0-0,50.0,2-2,100.0,0,1,1,0,0,2,13,3,UtahJazz
UtahJazz,145,57,31,50,21,43,20,26,34,240,31-50,21-43,55.9,20-26,0,15,42,14,7,8,23,160,190,UtahJazz
PascalSiakam,27,4,3,8,5,6,6,8,2,30,3-8,5-6,57.1,6-8,75.0,0,4,2,0,0,1,-23,23,TorontoRaptors
ScottieBarnes,19,3,4,9,2,4,5,11,3,28,4-9,2-4,46.2,5-11,45.5,1,2,3,0,3,3,-21,12,TorontoRaptors
JalenMcDaniels,15,3,4,5,0,0,7,10,0,8,4-5,0-0,80.0,7-10,70.0,2,1,1,1,0,0,-8,14,TorontoRaptors
ImmanuelQuickley,15,3,1,5,3,3,4,4,0,25,1-5,3-3,50.0,4-4,100.0,1,2,1,0,0,1,-28,13,TorontoRaptors
DennisSchroder,12,0,0,2,4,7,0,0,4,23,0-2,4-7,44.4,0-0,0,0,0,1,1,0,2,-9,11,TorontoRaptors
JontayPorter,9,6,2,4,1,4,2,2,6,31,2-4,1-4,37.5,2-2,100.0,2,4,0,2,2,1,-23,20,TorontoRaptors
ChrisBoucher,7,0,1,1,1,3,2,2,0,12,1-1,1-3,50.0,2-2,100.0,0,0,1,0,0,1,-12,4,TorontoRaptors
GaryTrentJr.,5,1,1,4,1,2,0,0,2,22,1-4,1-2,33.3,0-0,0,1,0,1,0,0,1,-6,3,TorontoRaptors
R.J.Barrett,4,7,2,7,0,2,0,0,2,30,2-7,0-2,22.2,0-0,0,0,7,2,1,3,4,-16,8,TorontoRaptors
ThaddeusYoung,0,2,0,1,0,0,0,0,2,12,0-1,0-0,0.0,0-0,0,0,2,0,0,0,5,2,3,TorontoRaptors
GarrettTemple,0,1,0,0,0,1,0,0,2,8,0-0,0-1,0.0,0-0,0,1,0,1,0,0,1,-8,1,TorontoRaptors
GradeyDick,0,1,0,1,0,2,0,0,2,12,0-1,0-2,0.0,0-0,0,0,1,0,0,0,1,-8,0,TorontoRaptors
TorontoRaptors,113,35,18,47,17,34,26,37,25,240,18-47,17-34,43.2,26-37,0,10,25,13,5,8,21,-160,112,TorontoRaptors
