PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
GiannisAntetokounmpo,32,11,14,19,0,1,4,5,10,36,14-19,0-1,70.0,4-5,80.0,2,9,5,2,1,1,8,44,MilwaukeeBucks
DamianLillard,25,6,7,10,3,6,2,2,9,38,7-10,3-6,62.5,2-2,100.0,1,5,4,1,0,3,14,31,MilwaukeeBucks
CameronPayne,18,3,5,5,2,6,2,2,2,20,5-5,2-6,63.6,2-2,100.0,0,3,1,0,0,5,5,18,MilwaukeeBucks
MalikBeasley,16,4,2,4,4,7,0,0,3,39,2-4,4-7,54.5,0-0,0,1,3,2,1,0,1,2,17,MilwaukeeBucks
BobbyPortis,15,11,6,9,1,4,0,0,0,23,6-9,1-4,53.8,0-0,0,2,9,0,0,0,3,9,20,MilwaukeeBucks
KhrisMiddleton,12,5,3,5,2,4,0,0,3,25,3-5,2-4,55.6,0-0,0,0,5,1,1,0,0,-8,16,MilwaukeeBucks
BrookLopez,11,2,2,3,1,4,4,6,4,33,2-3,1-4,42.9,4-6,66.7,1,1,2,0,4,2,2,13,MilwaukeeBucks
MarJonBeauchamp,3,1,0,1,1,1,0,0,2,17,0-1,1-1,50.0,0-0,0,0,1,0,0,1,3,14,6,MilwaukeeBucks
A.J.Green,0,1,0,0,0,0,0,0,0,9,0-0,0-0,0,0-0,0,1,0,0,0,0,1,9,1,MilwaukeeBucks
MilwaukeeBucks,132,47,39,56,14,33,12,15,33,240,39-56,14-33,59.6,12-15,0,9,38,15,5,6,19,55,166,MilwaukeeBucks
TraeYoung,32,2,8,15,5,13,1,2,12,37,8-15,5-13,46.4,1-2,50.0,2,0,4,2,0,0,-8,28,AtlantaHawks
DejounteMurray,30,2,8,13,4,6,2,2,3,34,8-13,4-6,63.2,2-2,100.0,0,2,2,2,0,0,-7,28,AtlantaHawks
SaddiqBey,17,9,1,1,4,6,3,4,1,36,1-1,4-6,71.4,3-4,75.0,3,6,0,0,0,2,-3,24,AtlantaHawks
BogdanBogdanovic,14,3,4,11,2,7,0,0,0,25,4-11,2-7,33.3,0-0,0,0,3,0,2,1,2,-7,8,AtlantaHawks
De&#039;AndreHunter,12,1,3,8,0,2,6,6,0,31,3-8,0-2,30.0,6-6,100.0,0,1,2,2,0,2,6,6,AtlantaHawks
ClintCapela,10,17,4,13,0,0,2,2,4,30,4-13,0-0,30.8,2-2,100.0,8,9,2,1,3,4,1,24,AtlantaHawks
OnyekaOkongwu,5,4,2,2,0,2,1,3,3,27,2-2,0-2,50.0,1-3,33.3,1,3,0,0,0,3,-19,8,AtlantaHawks
WesleyMatthews,1,1,0,0,0,2,1,2,0,12,0-0,0-2,0.0,1-2,50.0,0,1,0,2,0,0,-13,1,AtlantaHawks
GarrisonMathews,0,1,0,0,0,0,0,0,0,7,0-0,0-0,0,0-0,0,1,0,1,0,0,1,-5,0,AtlantaHawks
AtlantaHawks,121,43,30,63,15,38,16,21,23,240,30-63,15-38,44.6,16-21,0,17,26,11,11,4,14,-55,127,AtlantaHawks
