PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JimmyButler,36,5,3,35,10-14,2-5,63.2%,10-11,90.9%,2,3,4,1,3,0,9,36,MiamiHeat
DuncanRobinson,26,0,2,38,2-4,6-10,57.1%,4-4,100.0%,0,0,0,0,0,3,2,22,MiamiHeat
BamAdebayo,20,7,4,34,8-15,0-0,53.3%,4-4,100.0%,2,5,2,2,0,2,-6,24,MiamiHeat
JaimeJaquez,10,4,5,33,2-4,2-5,44.4%,0-0,-,0,4,1,0,0,3,4,13,MiamiHeat
JoshRichardson,8,2,3,26,2-2,1-5,42.9%,1-1,100.0%,0,2,0,2,0,2,5,11,MiamiHeat
KevinLove,7,9,4,16,1-1,1-3,50.0%,2-2,100.0%,1,8,0,0,0,2,16,18,MiamiHeat
CalebMartin,6,1,2,12,0-1,2-3,50.0%,0-0,-,1,0,1,0,0,2,-5,6,MiamiHeat
HaywoodHighsmith,6,1,0,23,2-2,0-3,40.0%,2-2,100.0%,0,1,1,0,0,3,3,3,MiamiHeat
KyleLowry,3,3,3,24,0-3,1-1,25.0%,0-0,-,1,2,0,3,0,3,7,9,MiamiHeat
MiamiHeat,122,32,26,240,27-46,15-35,51.9%,23-24,95.8%  ,7,25,9,8,3,20,35,142,MiamiHeat
MikalBridges,23,7,5,35,4-9,2-6,40.0%,9-10,90.0%,1,6,3,0,0,2,5,22,BrooklynNets
LonnieWalker,23,3,1,26,7-11,2-7,50.0%,3-4,75.0%,1,2,2,1,0,2,-7,16,BrooklynNets
NicClaxton,16,6,2,26,7-7,0-0,100.0%,2-4,50.0%,1,5,1,1,3,2,-7,25,BrooklynNets
CameronJohnson,16,4,3,27,2-4,3-6,50.0%,3-3,100.0%,0,4,1,1,0,5,18,18,BrooklynNets
DorianFinney-Smith,11,6,1,32,1-2,3-4,66.7%,0-0,-,1,5,3,1,0,3,-9,14,BrooklynNets
SpencerDinwiddie,10,5,7,33,0-2,2-7,22.2%,4-6,66.7%,2,3,2,0,0,1,4,11,BrooklynNets
DennisSmith,5,2,5,16,1-4,1-2,33.3%,0-0,-,0,2,0,0,0,2,-9,8,BrooklynNets
RoyceO&#039;Neale,5,0,4,20,1-1,1-4,40.0%,0-0,-,0,0,1,1,0,2,-22,6,BrooklynNets
TrendonWatford,4,2,1,10,2-3,0-0,66.7%,0-0,-,2,0,0,0,0,1,-2,6,BrooklynNets
Day&#039;RonSharpe,2,5,0,15,1-6,0-0,16.7%,0-0,-,2,3,1,0,0,0,-6,1,BrooklynNets
BrooklynNets,115,40,29,240,26-49,14-36,47.1%,21-27,77.8%  ,10,30,14,5,3,20,-35,127,BrooklynNets
