PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JeramiGrant,30,2,5,7,5,6,5,6,4,32,5-7,5-6,76.9,5-6,83.3,0,2,2,1,1,3,25,32,PortlandTrailBlazers
MalcolmBrogdon,20,4,8,11,1,5,1,1,8,24,8-11,1-5,56.3,1-1,100.0,1,3,0,1,0,0,12,26,PortlandTrailBlazers
JabariWalker,19,10,6,12,2,3,1,2,2,28,6-12,2-3,53.3,1-2,50.0,6,4,1,2,0,4,11,24,PortlandTrailBlazers
ShaedonSharpe,14,4,4,7,2,4,0,0,4,31,4-7,2-4,54.5,0-0,0,0,4,1,1,1,4,10,18,PortlandTrailBlazers
MatisseThybulle,13,1,2,3,3,6,0,1,2,32,2-3,3-6,55.6,0-1,0.0,1,0,3,3,2,2,24,13,PortlandTrailBlazers
ToumaniCamara,12,7,2,4,2,4,2,2,3,28,2-4,2-4,50.0,2-2,100.0,3,4,2,0,1,2,15,17,PortlandTrailBlazers
DuopReath,8,4,1,1,2,4,0,0,1,20,1-1,2-4,60.0,0-0,0,0,4,1,0,1,2,5,11,PortlandTrailBlazers
ScootHenderson,3,3,1,4,0,3,1,2,7,17,1-4,0-3,14.3,1-2,50.0,1,2,3,0,0,4,15,3,PortlandTrailBlazers
KrisMurray,2,2,1,2,0,3,0,1,0,17,1-2,0-3,20.0,0-1,0.0,2,0,0,1,0,0,-9,0,PortlandTrailBlazers
SkylarMays,0,0,0,1,0,0,0,0,0,6,0-1,0-0,0.0,0-0,0,0,0,0,0,0,0,-14,-1,PortlandTrailBlazers
RayanRupert,0,0,0,1,0,1,0,0,0,6,0-1,0-1,0.0,0-0,0,0,0,0,0,0,0,-14,-2,PortlandTrailBlazers
PortlandTrailBlazers,121,39,30,53,17,39,10,15,31,240,30-53,17-39,51.1,10-15,0,15,24,13,9,6,21,80,141,PortlandTrailBlazers
LauriMarkkanen,24,8,8,12,1,6,5,6,0,34,8-12,1-6,50.0,5-6,83.3,3,5,2,3,0,2,-1,23,UtahJazz
KeyonteGeorge,16,3,0,3,3,6,7,7,7,34,0-3,3-6,33.3,7-7,100.0,0,3,0,1,0,2,-1,21,UtahJazz
KellyOlynyk,13,9,5,5,0,0,3,3,5,32,5-5,0-0,100.0,3-3,100.0,3,6,3,1,1,1,-8,26,UtahJazz
JordanClarkson,13,2,3,7,2,4,1,2,5,32,3-7,2-4,45.5,1-2,50.0,0,2,7,0,0,0,-8,6,UtahJazz
JohnCollins,12,11,6,11,0,1,0,0,1,32,6-11,0-1,50.0,0-0,0,6,5,0,0,0,0,-8,18,UtahJazz
OchaiAgbaji,9,0,3,3,1,1,0,0,1,14,3-3,1-1,100.0,0-0,0,0,0,1,0,1,0,-9,10,UtahJazz
SimoneFontecchio,8,1,1,1,2,6,0,0,1,16,1-1,2-6,42.9,0-0,0,1,0,1,1,0,1,-8,6,UtahJazz
TalenHorton-Tucker,5,0,1,2,0,2,3,4,1,14,1-2,0-2,25.0,3-4,75.0,0,0,3,0,0,4,-15,-1,UtahJazz
OmerYurtseven,3,6,0,1,1,2,0,0,1,16,0-1,1-2,33.3,0-0,0,0,6,2,0,0,1,-8,6,UtahJazz
KrisDunn,1,2,0,1,0,0,1,2,1,5,0-1,0-0,0.0,1-2,50.0,0,2,0,0,1,0,2,3,UtahJazz
CollinSexton,1,2,0,2,0,3,1,2,2,11,0-2,0-3,0.0,1-2,50.0,1,1,2,1,0,2,-16,-2,UtahJazz
UtahJazz,105,46,27,48,10,31,21,26,25,240,27-48,10-31,46.8,21-26,0,15,31,22,7,3,13,-80,116,UtahJazz
