PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
AnthonyEdwards,31,6,6,36,6-13,5-9,50.0%,4-4,100.0%,2,4,2,2,0,2,19,32,MinnesotaTimberwolves
Karl-AnthonyTowns,23,11,3,36,8-17,1-2,47.4%,4-5,80.0%,0,11,4,2,2,5,18,26,MinnesotaTimberwolves
RudyGobert,13,11,3,31,6-8,0-0,75.0%,1-2,50.0%,3,8,2,0,3,3,1,25,MinnesotaTimberwolves
NazReid,13,4,0,22,5-9,1-4,46.2%,0-1,0.0%,1,3,0,3,1,1,4,13,MinnesotaTimberwolves
ShakeMilton,12,0,1,21,2-4,1-3,42.9%,5-6,83.3%,0,0,0,0,0,2,2,8,MinnesotaTimberwolves
NickeilAlexander-Walker,7,6,4,29,2-2,1-4,50.0%,0-0,-,2,4,0,0,1,4,22,15,MinnesotaTimberwolves
KyleAnderson,7,4,3,28,3-6,0-0,50.0%,1-4,25.0%,1,3,1,0,1,1,3,8,MinnesotaTimberwolves
MikeConley,5,0,8,23,1-3,1-2,40.0%,0-0,-,0,0,1,3,0,1,6,12,MinnesotaTimberwolves
LukaGarza,1,1,0,2,0-0,0-1,0.0%,1-2,50.0%,0,1,1,0,0,0,-1,-1,MinnesotaTimberwolves
LeonardMiller,0,3,0,2,0-0,0-0,-,0-0,-,0,3,0,0,0,1,-1,3,MinnesotaTimberwolves
TroyBrown,0,1,0,7,0-1,0-0,0.0%,0-0,-,1,0,0,0,0,0,-6,0,MinnesotaTimberwolves
JoshMinott,0,0,0,2,0-0,0-0,-,0-0,-,0,0,0,0,0,1,-1,0,MinnesotaTimberwolves
WendellMoore,0,0,0,2,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-1,-1,MinnesotaTimberwolves
MinnesotaTimberwolves,112,49,28,240,33-63,10-26,48.3%,16-24,66.7%  ,11,38,11,10,8,21,65,140,MinnesotaTimberwolves
De&#039;AnthonyMelton,16,6,3,30,2-6,1-5,27.3%,9-9,100.0%,1,5,1,0,1,2,-6,17,Philadelphia76ers
MarcusMorris,16,4,2,16,3-7,3-5,50.0%,1-1,100.0%,2,2,2,1,2,5,-7,17,Philadelphia76ers
TyreseMaxey,16,5,8,34,7-14,0-5,36.8%,2-4,50.0%,2,3,3,0,1,0,-18,13,Philadelphia76ers
TobiasHarris,15,6,2,32,4-8,0-3,36.4%,7-8,87.5%,1,5,1,0,1,1,-15,15,Philadelphia76ers
PaulReed,10,9,1,26,5-9,0-0,55.6%,0-0,-,6,3,1,2,4,4,-10,21,Philadelphia76ers
NicolasBatum,6,3,0,24,0-0,2-4,50.0%,0-0,-,0,3,1,0,1,2,-23,7,Philadelphia76ers
RobertCovington,5,6,0,20,2-3,0-1,50.0%,1-2,50.0%,1,5,0,0,2,2,6,10,Philadelphia76ers
MohamedBamba,4,2,0,6,1-1,0-1,50.0%,2-2,100.0%,1,1,0,0,0,0,8,5,Philadelphia76ers
FurkanKorkmaz,3,2,0,6,0-0,1-2,50.0%,0-0,-,1,1,0,1,0,0,8,5,Philadelphia76ers
DanuelHouse,3,2,2,17,1-2,0-3,20.0%,1-2,50.0%,0,2,1,3,0,2,-2,4,Philadelphia76ers
KenyonMartin,3,1,0,6,1-2,0-0,50.0%,1-2,50.0%,0,1,0,0,0,2,8,2,Philadelphia76ers
PatrickBeverley,2,0,2,16,1-1,0-1,50.0%,0-0,-,0,0,2,0,0,2,-16,1,Philadelphia76ers
JadenSpringer,0,3,1,8,0-2,0-2,0.0%,0-0,-,2,1,2,1,0,1,2,-1,Philadelphia76ers
Philadelphia76ers,99,51,21,240,27-55,7-32,39.1%,24-30,80.0%  ,19,32,17,8,12,23,-65,116,Philadelphia76ers
