PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
NicClaxton,23,13,8,11,0,0,7,10,3,34,8-11,0-0,72.7,7-10,70.0,8,5,3,1,0,1,5,31,BrooklynNets
SpencerDinwiddie,23,3,4,5,3,7,6,6,4,33,4-5,3-7,58.3,6-6,100.0,0,3,2,0,1,3,-7,24,BrooklynNets
CamThomas,19,2,3,9,3,5,4,5,0,24,3-9,3-5,42.9,4-5,80.0,0,2,1,1,0,0,6,12,BrooklynNets
MikalBridges,17,8,5,8,0,5,7,8,3,39,5-8,0-5,38.5,7-8,87.5,1,7,4,0,1,4,5,16,BrooklynNets
DennisSmith,13,12,5,7,1,4,0,0,7,25,5-7,1-4,54.5,0-0,0,6,6,0,2,0,4,14,29,BrooklynNets
DorianFinney-Smith,9,3,0,1,3,5,0,0,2,22,0-1,3-5,50.0,0-0,0,1,2,0,1,1,4,6,13,BrooklynNets
CameronJohnson,9,3,0,5,3,10,0,0,2,32,0-5,3-10,20.0,0-0,0,1,2,0,1,0,4,-6,3,BrooklynNets
Day&#039;RonSharpe,6,2,1,3,0,0,4,4,2,9,1-3,0-0,33.3,4-4,100.0,1,1,0,1,0,1,-1,9,BrooklynNets
RoyceO&#039;Neale,5,4,1,2,1,2,0,0,2,16,1-2,1-2,50.0,0-0,0,2,2,5,1,0,3,16,5,BrooklynNets
LonnieWalker,0,1,0,1,0,1,0,0,0,6,0-1,0-1,0.0,0-0,0,0,1,0,1,0,0,7,0,BrooklynNets
BrooklynNets,124,51,27,52,14,39,28,33,25,240,27-52,14-39,45.1,28-33,0,20,31,15,9,3,24,45,142,BrooklynNets
ShaiGilgeous-Alexander,34,9,9,14,2,5,10,15,6,36,9-14,2-5,57.9,10-15,66.7,1,8,2,0,0,5,-10,34,OklahomaCityThunder
JalenWilliams,20,5,6,7,2,4,2,3,5,36,6-7,2-4,72.7,2-3,66.7,0,5,3,0,1,3,3,24,OklahomaCityThunder
ChetHolmgren,17,6,8,11,0,4,1,2,3,35,8-11,0-4,53.3,1-2,50.0,3,3,1,1,1,3,-3,19,OklahomaCityThunder
JoshGiddey,13,8,5,8,0,1,3,4,5,24,5-8,0-1,55.6,3-4,75.0,0,8,2,1,1,3,-7,21,OklahomaCityThunder
LuguentzDort,12,4,3,3,2,5,0,0,3,29,3-3,2-5,62.5,0-0,0,2,2,1,3,0,4,-5,18,OklahomaCityThunder
CasonWallace,8,2,1,3,2,4,0,0,0,23,1-3,2-4,42.9,0-0,0,1,1,0,1,0,1,-5,7,OklahomaCityThunder
VasilijeMicic,6,0,3,3,0,1,0,0,3,12,3-3,0-1,75.0,0-0,0,0,0,0,1,1,0,1,10,OklahomaCityThunder
IsaiahJoe,3,1,0,2,1,3,0,0,1,20,0-2,1-3,20.0,0-0,0,0,1,1,0,1,1,3,1,OklahomaCityThunder
AaronWiggins,2,0,1,1,0,1,0,0,2,8,1-1,0-1,50.0,0-0,0,0,0,0,0,0,2,-3,3,OklahomaCityThunder
KenrichWilliams,0,1,0,1,0,0,0,0,1,12,0-1,0-0,0.0,0-0,0,0,1,3,1,0,2,-12,-1,OklahomaCityThunder
DavisBertans,0,0,0,0,0,1,0,0,0,1,0-0,0-1,0.0,0-0,0,0,0,0,0,0,0,0,-1,OklahomaCityThunder
LindyWaters,0,0,0,0,0,1,0,0,0,4,0-0,0-1,0.0,0-0,0,0,0,0,0,0,1,-2,-1,OklahomaCityThunder
JaylinWilliams,0,0,0,0,0,1,0,0,0,2,0-0,0-1,0.0,0-0,0,0,0,0,0,0,1,-5,-1,OklahomaCityThunder
OklahomaCityThunder,115,36,36,53,9,31,16,24,29,240,36-53,9-31,53.6,16-24,0,7,29,13,8,5,26,-45,133,OklahomaCityThunder
