PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DonovanMitchell,34,6,9,36,12-13,2-10,60.9%,4-4,100.0%,1,5,2,2,1,3,3,41,ClevelandCavaliers
JarrettAllen,30,12,6,40,15-17,0-0,88.2%,0-0,-,3,9,0,0,2,2,-12,48,ClevelandCavaliers
CraigPorter,14,1,1,15,5-7,1-3,60.0%,1-1,100.0%,0,1,0,1,0,1,0,13,ClevelandCavaliers
MaxStrus,12,4,2,36,3-7,2-11,27.8%,0-0,-,1,3,1,4,2,3,-5,10,ClevelandCavaliers
IsaacOkoro,8,2,3,30,3-4,0-1,60.0%,2-2,100.0%,0,2,1,1,1,3,-10,12,ClevelandCavaliers
CarisLeVert,6,1,4,28,3-8,0-6,21.4%,0-0,-,0,1,2,1,0,2,-3,-1,ClevelandCavaliers
SamMerrill,3,0,1,15,0-0,1-4,25.0%,0-0,-,0,0,0,0,0,1,-1,1,ClevelandCavaliers
TristanThompson,2,6,1,8,1-2,0-0,50.0%,0-2,0.0%,2,4,0,0,0,2,4,6,ClevelandCavaliers
GeorgesNiang,2,0,0,14,1-1,0-6,14.3%,0-0,-,0,0,0,1,1,2,-8,-2,ClevelandCavaliers
DeanWade,0,5,1,17,0-1,0-2,0.0%,0-0,-,0,5,2,1,0,1,-8,2,ClevelandCavaliers
ClevelandCavaliers,111,37,28,240,43-60,6-43,47.6%,7-9,77.8%  ,7,30,8,11,7,20,-40,130,ClevelandCavaliers
GiannisAntetokounmpo,34,16,5,37,14-21,0-1,63.6%,6-7,85.7%,2,14,3,1,0,2,12,44,MilwaukeeBucks
DamianLillard,31,2,4,34,7-10,2-6,56.3%,11-11,100.0%,0,2,2,0,0,3,14,28,MilwaukeeBucks
MalikBeasley,15,5,0,35,0-1,5-8,55.6%,0-0,-,0,5,3,0,0,1,12,13,MilwaukeeBucks
KhrisMiddleton,13,3,11,33,3-7,1-3,40.0%,4-4,100.0%,0,3,4,3,0,1,7,20,MilwaukeeBucks
BrookLopez,9,10,2,36,3-7,1-3,40.0%,0-0,-,3,7,0,0,6,3,9,21,MilwaukeeBucks
BobbyPortis,9,5,1,23,1-4,1-2,33.3%,4-6,66.7%,1,4,0,1,0,3,-5,10,MilwaukeeBucks
MarJonBeauchamp,5,1,0,11,1-1,1-2,66.7%,0-0,-,1,0,0,0,0,2,1,5,MilwaukeeBucks
PatConnaughton,3,1,3,23,0-0,1-3,33.3%,0-0,-,0,1,1,0,0,0,6,4,MilwaukeeBucks
AndreJacksonJr.,0,0,0,3,0-0,0-0,-,0-0,-,0,0,1,0,0,0,-7,-1,MilwaukeeBucks
CameronPayne,0,0,0,6,0-0,0-1,0.0%,0-0,-,0,0,3,0,0,0,-9,-4,MilwaukeeBucks
MilwaukeeBucks,119,43,26,240,29-51,12-29,51.3%,25-28,89.3%  ,7,36,17,5,6,15,40,140,MilwaukeeBucks
