PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
AnthonyEdwards,35,7,6,12,2,9,17,18,5,40,6-12,2-9,38.1,17-18,94.4,0,7,4,2,2,2,5,33,MinnesotaTimberwolves
Karl-AnthonyTowns,27,11,5,10,4,5,5,5,4,38,5-10,4-5,60.0,5-5,100.0,1,10,4,0,0,3,-8,32,MinnesotaTimberwolves
RudyGobert,12,11,5,8,0,0,2,2,0,36,5-8,0-0,62.5,2-2,100.0,3,8,3,0,2,5,4,19,MinnesotaTimberwolves
TroyBrown,10,7,3,3,1,5,1,2,0,25,3-3,1-5,50.0,1-2,50.0,3,4,0,0,1,1,9,13,MinnesotaTimberwolves
NazReid,9,1,3,4,1,3,0,0,0,18,3-4,1-3,57.1,0-0,0,0,1,3,0,2,0,-19,6,MinnesotaTimberwolves
MikeConley,6,3,0,4,2,3,0,0,9,30,0-4,2-3,28.6,0-0,0,1,2,1,1,0,1,-10,13,MinnesotaTimberwolves
NickeilAlexander-Walker,6,1,0,1,2,7,0,0,2,22,0-1,2-7,25.0,0-0,0,1,0,0,2,1,4,-12,6,MinnesotaTimberwolves
KyleAnderson,4,1,1,2,0,0,2,2,4,18,1-2,0-0,50.0,2-2,100.0,0,1,0,0,0,1,-24,8,MinnesotaTimberwolves
ShakeMilton,2,2,1,5,0,1,0,0,1,13,1-5,0-1,16.7,0-0,0,1,1,3,1,1,1,-10,-1,MinnesotaTimberwolves
MinnesotaTimberwolves,111,46,24,49,12,33,27,29,25,240,24-49,12-33,43.9,27-29,0,12,34,18,6,9,18,-65,129,MinnesotaTimberwolves
De&#039;AaronFox,36,7,11,25,3,7,5,6,12,37,11-25,3-7,43.8,5-6,83.3,2,5,2,1,0,3,19,35,SacramentoKings
HarrisonBarnes,18,4,5,7,2,4,2,2,2,33,5-7,2-4,63.6,2-2,100.0,0,4,2,1,0,0,5,19,SacramentoKings
MalikMonk,17,2,3,8,3,6,2,2,0,30,3-8,3-6,42.9,2-2,100.0,0,2,3,1,0,2,11,9,SacramentoKings
DomantasSabonis,15,11,6,14,1,1,0,1,5,39,6-14,1-1,46.7,0-1,0.0,5,6,2,2,3,6,-7,25,SacramentoKings
KevinHuerter,10,2,2,3,2,5,0,0,3,24,2-3,2-5,50.0,0-0,0,1,1,0,0,1,1,17,12,SacramentoKings
KesslerEdwards,10,2,2,4,2,3,0,0,1,18,2-4,2-3,57.1,0-0,0,1,1,0,1,0,1,-7,11,SacramentoKings
TreyLyles,9,7,0,0,3,6,0,0,0,19,0-0,3-6,50.0,0-0,0,1,6,1,0,0,1,15,12,SacramentoKings
DavionMitchell,5,0,1,1,1,1,0,0,1,9,1-1,1-1,100.0,0-0,0,0,0,1,0,0,1,-6,5,SacramentoKings
JaValeMcGee,4,6,2,2,0,0,0,0,1,8,2-2,0-0,100.0,0-0,0,2,4,0,0,0,1,16,11,SacramentoKings
ChrisDuarte,0,5,0,1,0,2,0,0,0,22,0-1,0-2,0.0,0-0,0,2,3,2,1,0,3,2,1,SacramentoKings
SacramentoKings,124,52,32,65,17,35,9,11,25,240,32-65,17-35,49.0,9-11,0,17,35,16,7,4,19,65,140,SacramentoKings
