PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
CadeCunningham,18,5,5,11,1,3,5,7,7,32,5-11,1-3,42.9,5-7,71.4,0,5,1,2,0,2,-8,21,DetroitPistons
JadenIvey,18,3,5,8,2,4,2,2,3,35,5-8,2-4,58.3,2-2,100.0,0,3,4,1,1,3,-12,17,DetroitPistons
AusarThompson,17,7,6,7,1,3,2,3,1,27,6-7,1-3,70.0,2-3,66.7,4,3,2,1,3,1,-8,23,DetroitPistons
JalenDuren,15,5,7,7,0,0,1,1,2,27,7-7,0-0,100.0,1-1,100.0,2,3,1,0,0,5,-5,21,DetroitPistons
BojanBogdanovic,11,5,2,5,1,7,4,4,2,33,2-5,1-7,25.0,4-4,100.0,0,5,2,0,1,1,-11,8,DetroitPistons
AlecBurks,10,3,2,4,1,3,3,3,1,20,2-4,1-3,42.9,3-3,100.0,0,3,1,1,0,0,-2,10,DetroitPistons
MarcusSasser,6,0,0,1,2,3,0,0,4,10,0-1,2-3,50.0,0-0,0,0,0,1,0,0,1,-10,7,DetroitPistons
MonteMorris,2,4,1,3,0,2,0,0,0,9,1-3,0-2,20.0,0-0,0,2,2,0,0,0,0,3,2,DetroitPistons
DaniloGallinari,2,2,0,1,0,4,2,2,1,16,0-1,0-4,0.0,2-2,100.0,0,2,1,1,0,2,-7,0,DetroitPistons
MikeMuscala,0,1,0,0,0,0,0,0,0,14,0-0,0-0,0,0-0,0,1,0,0,0,0,1,-1,1,DetroitPistons
KevinKnox,0,1,0,1,0,2,0,0,1,13,0-1,0-2,0.0,0-0,0,0,1,1,0,0,1,1,-2,DetroitPistons
JamesWiseman,0,0,0,1,0,0,0,0,0,5,0-1,0-0,0.0,0-0,0,0,0,1,0,0,1,0,-2,DetroitPistons
DetroitPistons,99,36,28,49,8,31,19,22,22,240,28-49,8-31,45.0,19-22,0,9,27,15,6,5,18,-60,106,DetroitPistons
FranzWagner,38,3,13,18,4,7,0,0,2,36,13-18,4-7,68.0,0-0,0,1,2,0,1,0,2,16,36,OrlandoMagic
PaoloBanchero,20,6,4,11,2,5,6,6,7,35,4-11,2-5,37.5,6-6,100.0,1,5,1,1,0,2,8,23,OrlandoMagic
MoritzWagner,10,5,5,5,0,0,0,0,4,20,5-5,0-0,100.0,0-0,0,1,4,1,0,0,1,3,18,OrlandoMagic
GaryHarris,10,1,2,4,2,5,0,0,1,24,2-4,2-5,44.4,0-0,0,0,1,2,0,1,3,1,6,OrlandoMagic
JalenSuggs,9,5,3,5,1,3,0,0,2,28,3-5,1-3,50.0,0-0,0,1,4,0,2,1,2,14,15,OrlandoMagic
MarkelleFultz,8,4,4,9,0,0,0,0,2,23,4-9,0-0,44.4,0-0,0,1,3,1,0,0,3,3,8,OrlandoMagic
WendellCarter,7,4,3,3,0,1,1,3,2,28,3-3,0-1,75.0,1-3,33.3,1,3,3,1,0,2,9,8,OrlandoMagic
JonathanIsaac,5,6,1,2,0,0,3,4,0,21,1-2,0-0,50.0,3-4,75.0,1,5,0,1,1,1,9,11,OrlandoMagic
JoeIngles,3,2,0,0,1,3,0,0,2,15,0-0,1-3,33.3,0-0,0,0,2,1,0,0,1,0,4,OrlandoMagic
ColeAnthony,1,1,0,3,0,0,1,2,0,11,0-3,0-0,0.0,1-2,50.0,0,1,1,1,0,1,-1,-2,OrlandoMagic
AnthonyBlack,0,0,0,0,0,0,0,0,0,1,0-0,0-0,0,0-0,0,0,0,0,0,0,0,-2,0,OrlandoMagic
OrlandoMagic,111,37,35,60,10,24,11,15,22,240,35-60,10-24,53.6,11-15,0,7,30,10,7,3,18,60,127,OrlandoMagic
