PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
PascalSiakam,29,4,4,35,7-10,4-6,68.8%,3-4,75.0%,1,3,2,1,0,1,1,30,IndianaPacers
MylesTurner,21,3,2,29,6-10,2-6,50.0%,3-4,75.0%,0,3,1,1,2,6,0,19,IndianaPacers
TyreseHaliburton,18,2,7,29,6-9,2-6,53.3%,0-1,0.0%,0,2,2,1,2,1,-1,20,IndianaPacers
T.J.McConnell,17,3,4,19,8-10,0-1,72.7%,1-1,100.0%,1,2,1,1,0,1,2,21,IndianaPacers
BuddyHield,12,3,6,24,3-3,2-4,71.4%,0-0,-,0,3,1,0,0,2,11,18,IndianaPacers
AaronNesmith,10,1,1,33,1-2,2-4,50.0%,2-4,50.0%,1,0,3,1,1,5,1,6,IndianaPacers
AndrewNembhard,9,2,5,31,3-4,1-1,80.0%,0-0,-,1,1,1,1,0,1,-2,15,IndianaPacers
JalenSmith,9,3,2,17,3-4,1-2,66.7%,0-0,-,1,2,1,0,2,3,3,13,IndianaPacers
IsaiahJackson,4,0,0,2,2-2,0-0,100.0%,0-0,-,0,0,0,0,0,0,2,4,IndianaPacers
ObiToppin,3,4,4,16,0-0,1-1,100.0%,0-0,-,0,4,0,1,0,0,2,12,IndianaPacers
BenSheppard,0,0,0,4,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,-4,-1,IndianaPacers
IndianaPacers,132,25,35,240,39-54,15-32,62.8%,9-14,64.3%  ,5,20,12,7,7,20,15,157,IndianaPacers
JalenGreen,30,3,1,33,9-15,3-5,60.0%,3-4,75.0%,0,3,4,2,0,1,12,23,HoustonRockets
DillonBrooks,23,3,4,31,5-9,3-6,53.3%,4-4,100.0%,1,2,0,1,0,1,2,24,HoustonRockets
AlperenSengun,20,10,6,36,7-14,0-1,46.7%,6-8,75.0%,5,5,1,1,0,2,8,26,HoustonRockets
JabariSmithJr.,20,9,0,40,6-11,2-4,53.3%,2-2,100.0%,5,4,3,0,0,1,8,19,HoustonRockets
AmenThompson,13,13,6,34,6-11,0-2,46.2%,1-4,25.0%,7,6,3,0,3,3,-7,22,HoustonRockets
CamWhitmore,9,1,1,21,3-8,1-3,36.4%,0-0,-,0,1,1,0,0,3,-14,3,HoustonRockets
AaronHoliday,8,2,5,20,1-1,2-2,100.0%,0-0,-,0,2,1,0,0,1,-10,14,HoustonRockets
Jae&#039;SeanTate,3,5,0,14,0-1,1-1,50.0%,0-0,-,2,3,0,1,0,2,-5,8,HoustonRockets
JeffGreen,3,2,3,11,1-2,0-1,33.3%,1-1,100.0%,0,2,2,0,0,2,-9,4,HoustonRockets
HoustonRockets,129,48,26,240,38-72,12-25,51.5%,17-23,73.9%  ,20,28,15,5,3,16,-15,143,HoustonRockets
