PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DesmondBane,31,5,5,36,6-12,5-10,50.0%,4-5,80.0%,0,5,2,2,1,1,6,30,MemphisGrizzlies
XavierTillman,17,12,4,34,6-11,1-5,43.8%,2-2,100.0%,4,8,0,3,1,2,3,28,MemphisGrizzlies
MarcusSmart,17,0,3,32,4-5,2-6,54.5%,3-6,50.0%,0,0,5,2,0,3,3,9,MemphisGrizzlies
DavidRoddy,9,5,2,28,3-4,1-3,57.1%,0-0,-,1,4,1,0,0,2,-3,12,MemphisGrizzlies
ZiaireWilliams,9,4,0,29,3-4,1-3,57.1%,0-0,-,0,4,1,0,0,2,-8,9,MemphisGrizzlies
JarenJacksonJr.,8,5,3,36,2-4,0-5,22.2%,4-4,100.0%,1,4,3,0,5,5,-1,11,MemphisGrizzlies
DerrickRose,8,2,3,16,1-7,2-4,27.3%,0-0,-,1,1,0,0,0,0,-10,5,MemphisGrizzlies
LukeKennard,3,2,2,15,0-0,0-5,0.0%,3-3,100.0%,1,1,1,0,0,0,-14,1,MemphisGrizzlies
JakeLaRavia,2,2,1,15,1-1,0-2,33.3%,0-0,-,0,2,0,1,0,4,-11,4,MemphisGrizzlies
MemphisGrizzlies,104,37,23,240,26-48,12-43,41.8%,16-20,80.0%  ,8,29,13,8,7,19,-35,109,MemphisGrizzlies
C.J.McCollum,24,4,6,37,2-5,6-11,50.0%,2-2,100.0%,1,3,2,2,1,3,-1,27,NewOrleansPelicans
ZionWilliamson,23,7,3,32,9-17,0-0,52.9%,5-7,71.4%,4,3,3,0,0,1,-8,20,NewOrleansPelicans
BrandonIngram,19,7,6,36,7-15,0-3,38.9%,5-6,83.3%,0,7,5,2,0,3,-2,17,NewOrleansPelicans
HerbertJones,13,8,3,38,2-5,2-3,50.0%,3-5,60.0%,3,5,3,1,1,3,2,17,NewOrleansPelicans
JonasValanciunas,12,12,1,29,2-3,2-4,57.1%,2-2,100.0%,0,12,3,0,1,1,16,20,NewOrleansPelicans
MattRyan,9,1,1,14,0-0,3-6,50.0%,0-0,-,0,1,0,0,0,2,20,8,NewOrleansPelicans
DysonDaniels,6,5,0,19,3-5,0-1,50.0%,0-0,-,2,3,2,2,1,4,-2,9,NewOrleansPelicans
JordanHawkins,3,0,2,9,0-0,1-2,50.0%,0-0,-,0,0,0,0,0,2,14,4,NewOrleansPelicans
LarryNance,2,8,0,15,1-2,0-0,50.0%,0-0,-,1,7,2,1,0,1,-4,8,NewOrleansPelicans
KiraLewis,0,0,0,11,0-1,0-2,0.0%,0-0,-,0,0,1,0,1,1,0,-3,NewOrleansPelicans
NewOrleansPelicans,111,52,22,240,26-53,14-32,47.1%,17-22,77.3%  ,11,41,21,8,5,21,35,127,NewOrleansPelicans
