PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DomantasSabonis,30,12,7,41,10-14,1-3,64.7%,7-10,70.0%,2,10,0,1,0,3,-17,41,SacramentoKings
MalikMonk,23,5,10,34,8-13,2-8,47.6%,1-1,100.0%,0,5,1,0,2,2,-8,28,SacramentoKings
TreyLyles,19,2,1,23,1-3,5-10,46.2%,2-2,100.0%,1,1,0,0,1,0,5,16,SacramentoKings
KevinHuerter,16,1,1,34,2-2,4-9,54.5%,0-0,-,1,0,0,1,1,2,-10,15,SacramentoKings
De&#039;AaronFox,12,3,7,35,3-9,2-5,35.7%,0-4,0.0%,1,2,2,3,1,4,-17,11,SacramentoKings
DavionMitchell,9,1,1,23,2-3,1-2,60.0%,2-2,100.0%,0,1,0,0,0,3,-1,9,SacramentoKings
HarrisonBarnes,8,4,0,24,4-6,0-4,40.0%,0-0,-,0,4,0,1,0,0,-17,7,SacramentoKings
SashaVezenkov,3,1,0,6,0-0,0-0,-,3-3,100.0%,0,1,0,0,0,2,4,4,SacramentoKings
KeeganMurray,0,4,4,20,0-1,0-3,0.0%,0-0,-,0,4,1,1,1,4,-4,5,SacramentoKings
SacramentoKings,120,36,31,240,30-51,15-44,47.4%,15-22,68.2%  ,6,30,4,7,6,20,-65,136,SacramentoKings
JadenIvey,37,6,7,38,8-16,5-7,56.5%,6-6,100.0%,2,4,5,0,0,3,10,35,DetroitPistons
AlecBurks,25,7,2,28,2-5,5-7,58.3%,6-6,100.0%,0,7,0,0,0,3,12,29,DetroitPistons
JalenDuren,20,15,6,37,7-10,0-0,70.0%,6-6,100.0%,2,13,3,0,0,4,11,35,DetroitPistons
MarcusSasser,18,3,4,32,5-8,2-6,50.0%,2-2,100.0%,0,3,0,0,0,1,16,18,DetroitPistons
AusarThompson,12,6,2,27,5-6,0-0,83.3%,2-2,100.0%,1,5,2,2,1,5,12,20,DetroitPistons
MikeMuscala,9,3,0,25,0-2,3-6,37.5%,0-0,-,0,3,0,0,0,1,8,7,DetroitPistons
KillianHayes,8,4,9,28,1-3,2-4,42.9%,0-0,-,0,4,1,0,0,2,-1,16,DetroitPistons
DaniloGallinari,2,4,2,11,1-1,0-0,100.0%,0-0,-,1,3,0,0,1,1,2,9,DetroitPistons
JoeHarris,2,0,0,12,1-2,0-1,33.3%,0-0,-,0,0,0,0,0,1,-5,0,DetroitPistons
DetroitPistons,133,52,32,240,30-53,17-31,56.0%,22-22,100.0%  ,10,42,12,2,2,21,65,169,DetroitPistons
