PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
KyleKuzma,21,5,4,26,6-9,3-6,60.0%,0-0,-,0,5,2,0,0,0,-24,22,WashingtonWizards
EugeneOmoruyi,14,6,1,12,4-4,1-1,100.0%,3-4,75.0%,3,3,0,1,1,0,14,22,WashingtonWizards
TyusJones,11,3,7,27,4-5,1-4,55.6%,0-0,-,0,3,2,1,0,0,-31,16,WashingtonWizards
DeniAvdija,11,7,1,22,3-7,1-3,40.0%,2-2,100.0%,2,5,0,1,0,4,-26,14,WashingtonWizards
JordanPoole,11,3,2,25,4-6,1-5,45.5%,0-0,-,2,1,3,3,1,3,-29,11,WashingtonWizards
BilalCoulibaly,9,5,1,28,3-6,1-6,33.3%,0-0,-,2,3,1,1,2,0,-5,9,WashingtonWizards
CoreyKispert,9,2,0,24,0-0,3-6,50.0%,0-2,0.0%,0,2,2,0,0,1,-13,4,WashingtonWizards
RyanRollins,7,1,3,12,0-2,0-0,0.0%,7-8,87.5%,1,0,1,4,0,1,14,11,WashingtonWizards
AnthonyGill,5,2,1,10,1-3,0-0,33.3%,3-4,75.0%,0,2,0,0,0,2,9,5,WashingtonWizards
JonathanDavis,5,2,0,16,2-4,0-0,50.0%,1-2,50.0%,1,1,2,0,0,2,8,2,WashingtonWizards
DaniloGallinari,3,2,2,16,1-3,0-2,20.0%,1-2,50.0%,0,2,1,1,0,0,-14,2,WashingtonWizards
DelonWright,1,2,2,12,0-2,0-0,0.0%,1-2,50.0%,0,2,0,0,0,0,-6,2,WashingtonWizards
PatrickBaldwinJr.,0,0,1,6,0-0,0-1,0.0%,0-0,-,0,0,0,0,0,0,4,0,WashingtonWizards
JaredButler,0,0,1,6,0-0,0-2,0.0%,0-0,-,0,0,1,0,0,0,4,-2,WashingtonWizards
WashingtonWizards,107,40,26,240,28-51,11-36,44.8%,18-26,69.2%  ,11,29,15,12,4,13,-95,118,WashingtonWizards
JaylenBrown,36,6,2,32,5-11,8-13,54.2%,2-4,50.0%,0,6,0,3,1,3,32,35,BostonCeltics
JaysonTatum,33,6,3,28,10-12,4-9,66.7%,1-1,100.0%,0,6,2,0,0,2,27,33,BostonCeltics
KristapsPorzingis,15,6,3,24,6-7,1-2,77.8%,0-0,-,0,6,2,0,1,2,30,21,BostonCeltics
JrueHoliday,11,5,3,27,3-4,1-3,57.1%,2-2,100.0%,1,4,1,1,2,1,28,18,BostonCeltics
AlHorford,8,5,1,16,4-6,0-3,44.4%,0-0,-,4,1,0,2,0,1,4,11,BostonCeltics
SamHauser,8,8,1,25,1-1,2-9,30.0%,0-0,-,3,5,1,0,1,3,-10,10,BostonCeltics
DerrickWhite,5,1,8,24,1-1,1-2,66.7%,0-0,-,1,0,2,2,1,1,27,14,BostonCeltics
LamarStevens,5,2,0,6,1-1,1-1,100.0%,0-0,-,2,0,3,0,0,1,-4,4,BostonCeltics
SviatoslavMykhailiuk,3,0,1,5,0-0,1-2,50.0%,0-0,-,0,0,0,1,0,0,1,4,BostonCeltics
DalanoBanton,2,2,1,10,1-2,0-1,33.3%,0-0,-,2,0,1,0,0,1,-17,2,BostonCeltics
PaytonPritchard,0,7,6,25,0-2,0-6,0.0%,0-0,-,1,6,4,1,0,3,-2,2,BostonCeltics
OshaeBrissett,0,2,1,10,0-2,0-2,0.0%,0-0,-,1,1,0,1,0,2,-10,0,BostonCeltics
LukeKornet,0,1,1,11,0-0,0-0,-,0-0,-,0,1,2,0,0,1,-11,0,BostonCeltics
BostonCeltics,126,51,31,240,32-49,19-53,50.0%,5-7,71.4%  ,15,36,18,11,6,21,95,154,BostonCeltics
