PLAYER,Pts,Reb,Ast,MIN,2M-2A,3M-3A,FG%,1M-1A,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DonteDiVincenzo,32,5,5,40,8-9,4-9,66.7%,4-5,80.0%,0,5,2,3,1,1,9,37,NewYorkKnicks
JalenBrunson,27,3,8,31,10-17,1-4,52.4%,4-5,80.0%,0,3,2,3,0,1,-3,28,NewYorkKnicks
IsaiahHartenstein,17,8,3,35,7-8,0-0,87.5%,3-4,75.0%,4,4,3,2,3,3,12,28,NewYorkKnicks
PreciousAchiuwa,17,5,3,40,7-11,1-2,61.5%,0-0,-,2,3,0,3,1,2,-1,24,NewYorkKnicks
MilesMcBride,12,3,3,31,3-8,2-6,35.7%,0-0,-,1,2,0,2,0,4,0,11,NewYorkKnicks
JoshHart,10,10,4,37,2-5,1-2,42.9%,3-4,75.0%,1,9,1,0,0,1,20,18,NewYorkKnicks
MalachiFlynn,6,1,1,12,0-1,2-3,50.0%,0-0,-,0,1,1,0,0,0,15,5,NewYorkKnicks
TajGibson,2,1,1,13,0-0,0-1,0.0%,2-2,100.0%,0,1,1,0,0,0,-2,2,NewYorkKnicks
NewYorkKnicks,123,36,28,240,37-59,11-27,55.8%,16-20,80.0%  ,8,28,10,13,5,12,50,153,NewYorkKnicks
VinceWilliamsJr.,19,3,5,35,3-12,3-5,35.3%,4-4,100.0%,1,2,4,1,0,4,-6,13,MemphisGrizzlies
GregoryJackson,16,5,1,21,2-4,3-6,50.0%,3-6,50.0%,0,5,1,1,2,1,14,16,MemphisGrizzlies
DavidRoddy,15,3,3,23,3-6,3-5,54.5%,0-2,0.0%,1,2,3,0,0,0,2,11,MemphisGrizzlies
TreyJemison,12,7,2,32,6-10,0-0,60.0%,0-0,-,6,1,2,0,2,5,-16,17,MemphisGrizzlies
LukeKennard,12,3,4,24,1-3,3-5,50.0%,1-2,50.0%,0,3,0,1,0,1,-1,15,MemphisGrizzlies
JacobGilyard,12,3,4,24,0-0,4-6,66.7%,0-0,-,0,3,4,0,1,2,-10,14,MemphisGrizzlies
SantiagoAldama,11,4,5,23,1-2,3-4,66.7%,0-0,-,0,4,2,0,0,0,-28,16,MemphisGrizzlies
DerrickRose,7,3,2,12,1-3,1-1,50.0%,2-2,100.0%,0,3,3,1,0,0,-1,8,MemphisGrizzlies
JohnKonchar,5,4,5,26,1-1,1-3,50.0%,0-0,-,1,3,0,0,0,1,-14,12,MemphisGrizzlies
TosanEvbuomwan,4,1,2,21,2-2,0-2,50.0%,0-0,-,0,1,0,0,0,1,10,5,MemphisGrizzlies
MemphisGrizzlies,113,36,33,240,20-43,21-37,51.3%,10-16,62.5%  ,9,27,19,4,5,15,-50,127,MemphisGrizzlies
